2-Opt,100,3,1.12E-05,508.350344728222
2-Opt,100,4,8.22900000000001E-06,561.711463083686
2-Opt,100,5,1.4383E-05,671.223476400012
2-Opt,100,6,3.4794E-05,802.2378458992
2-Opt,100,7,2.0341E-05,829.403466315923
2-Opt,100,8,4.0148E-05,897.887584380439
2-Opt,100,9,3.4951E-05,903.394843958376
2-Opt,100,10,4.8378E-05,928.614401797943
2-Opt,100,50,0.002322993,2041.57625833657
2-Opt,100,100,0.011642613,2747.51158862267
2-Opt,100,250,0.087473837,4246.3107948307
2-Opt,100,500,0.344459511,5864.78106098287
2-Opt,100,750,0.810588314,7097.80814280287
2-Opt,3,16,0.000705633333333333,1136.56426688483
2-Opt,3,16,0.000209266666666667,1129.98364628799
2-Opt,3,16,0.000225033333333333,1210.07355245474
2-Opt,3,16,0.0001359,1013.92874411091
2-Opt,3,16,0.000229933333333333,1214.64592085655
2-Opt,3,16,0.000108266666666667,922.682992192202
2-Opt,3,16,0.000331233333333333,1319.43427030664
2-Opt,3,16,0.000141866666666667,1158.74040439061
2-Opt,3,16,0.000389666666666667,1168.95724149812
2-Opt,3,16,0.000192433333333333,1128.01300858271
2-Opt,3,16,0.000250733333333333,1287.97010535607
2-Opt,3,16,0.000199,1054.90917742394
2-Opt,3,16,0.000235166666666667,1027.76439988432
2-Opt,3,16,0.000200433333333333,1216.60273103775
2-Opt,3,16,0.000197866666666667,1199.90569950146
2-Opt,3,16,0.000203666666666667,1341.70832768606
2-Opt,3,16,0.000278066666666667,1181.77533027972
2-Opt,3,16,0.000170733333333333,1277.35109696676
2-Opt,3,16,0.000193266666666667,1148.99941497031
2-Opt,3,16,0.000367933333333333,1270.47340061846
2-Opt,3,16,0.000290333333333333,1180.23782173957
2-Opt,3,16,0.000129666666666667,1183.49578462577
2-Opt,3,16,0.000196866666666667,1267.20391639129
2-Opt,3,16,0.000237033333333333,1303.66163275059
2-Opt,3,16,0.000274166666666667,1079.16124759367
2-Opt,3,30,0.000843833333333333,1673.25566787836
